ID       faithfulness    informativeness_step informativeness_chain faithfulness_ww repetition_word repetition_step reasoning_alignment external_hallucination redundancy      common_sense_error missing_step    semantic_coverage_step semantic_coverage_chain discourse_representation coherence_step_vs_step perplexity_step perplexity_chain perplexity_step_max grammar_step    grammar_step_max
15       0.8996332929684565 0.8889478634183223 0.9156792014837265 0.9382392629354942 0.009075481485534498 0.0030476152896881104 0.9247206220260034 0.973626921596086 0.8418229818344116 0.9612473463296425 0.8299620747566223 0.9786932565615728 0.9745543748140335 0.0021829605102539062 0.005013942718505859 0.011480384049531365 0.18439980366331538 0.0006729874383934448 0.8866154285004506 0.030271422117948532
16       0.8725129721256403 0.8713163927115581 0.9080692082643509 0.944565745175322 0.004823160442439023 0.00830918550491333 0.9325392303558496 0.9804415373964579 0.8637756109237671 0.9585495102152848 0.8068420886993408 0.9882173751010543 0.9890338480472565 0.00615847110748291 0.0032492876052856445 0.02801928331744474 0.28493974342517525 0.0009237556853671856 0.9196497429735385 0.030271288007497787
17       0.8671426797906557 0.8686429135501385 0.9102221876382828 0.9469075519669505 0.010777037590742111 0.014678597450256348 0.9006907194852829 0.9664057509527737 0.8065038323402405 0.9546084112484028 0.8346709609031677 0.988909388879935 0.9835588783025742 0.15820252895355225 0.07082885503768921 0.030209527702589212 0.16144438351341134 0.004975331947865408 0.9536805053551992 0.8012611269950867
18       0.8670699758374173 0.8785285322886447 0.8465529978275299 0.9450306444130135 0.0015128889144995217 0.0012662410736083984 0.9214297571907872 0.9205258089704706 0.7201735973358154 0.9581824725259951 0.7899937331676483 0.9808123092288556 0.9838812500238419 0.023051559925079346 0.05448871850967407 0.02460785510803412 0.28025062022644204 0.0022457723885991464 0.9447722124016803 0.6152611970901489
19       0.8901220460732778 0.8754771904150644 0.8976965993642807 0.9613355993148652 0.044214709238572514 0.04268766939640045 0.9324768533309301 0.9829855487509089 0.8764978349208832 0.9455859968289122 0.7569746673107147 0.9937307337919871 0.9815510809421539 0.07551556825637817 0.04730510711669922 0.022303857901266377 0.06037428032438411 0.008510835869638533 0.9694178998470306 0.8840444087982178
20       0.8952279388904572 0.8890343636274338 0.9536510705947876 0.9657048567188935 0.0407682993310563 0.032205745577812195 0.8741735049656459 0.8971135423885679 0.6803064048290253 0.9412025790647967 0.7555809915065765 0.9929719800534456 0.9407279789447784 0.0352519154548645 0.01195460557937622 0.02521231946792575 0.07629300673158133 0.014395996252534304 0.8901968172618321 0.3164656162261963
21       0.9080695084163121 0.893712765500917 0.9046880453824997 0.9676285684108734 0.03938111086045537 0.020641103386878967 0.9407947106020791 0.9859419797638527 0.8605707287788391 0.9406057080263501 0.7591675519943237 0.9757148815978388 0.9771332740783691 0.0032874345779418945 0.008868396282196045 0.018911100857502916 0.07171334469778963 0.0106921934659192 0.9637276785714286 0.8368458151817322
22       0.8855911120772362 0.8724600987136364 0.8993226736783981 0.9402776753307556 0.01122371344775941 0.003340810537338257 0.915049077144691 0.935443619375204 0.7497370392084122 0.9538985763287169 0.7832033336162567 0.9941442659497262 0.9857149571180344 0.017637789249420166 0.0032492876052856445 0.017516913751051962 0.1820919293257479 0.0009237578877749904 0.8769314690892186 0.030271317809820175
23       0.8753139674663544 0.8768164850771427 0.9118390530347824 0.950321817792804 0.0016604268896407426 0.001050993800163269 0.924580227244984 0.9808048298777736 0.8813632130622864 0.9538448128306456 0.8074749112129211 0.9900421953719595 0.976935863494873 0.009717226028442383 0.003709077835083008 0.01711929090425792 0.26763505273806965 0.0009542761921513029 0.9366962096907876 0.7410907745361328
24       0.8694309890270233 0.8778648290496607 0.883266031742096 0.9428277056630667 0.021300229430198714 0.029204964637756348 0.8863225834710258 0.9653680972137373 0.8395814001560211 0.9565288834741006 0.8071740567684174 0.9926016592979431 0.9656218588352203 0.007341563701629639 0.0062468647956848145 0.011894732285089714 0.14073181319889924 0.0016999446360333298 0.8943242579698563 0.21128961443901062
25       0.8859548804660639 0.8831908069799344 0.894684225320816 0.9371333807297648 0.0021555952487453123 0.0015228241682052612 0.9202011960248152 0.9791933309460266 0.8572447001934052 0.9562219713614164 0.81277796626091 0.9924639704326789 0.9857149571180344 0.02295708656311035 0.0032492876052856445 0.02680056445696726 0.2660170410533572 0.0009237570068112384 0.9626723031202952 0.8174645900726318
26       0.9016339693750653 0.8908229955992142 0.9082409739494324 0.9609230803508385 0.03391486948186706 0.02474305033683777 0.9328224190643856 0.9753370620184443 0.815005749464035 0.941017202243124 0.7740885019302368 0.9860331890005503 0.9889148771762848 0.18516689538955688 0.778798833489418 0.020657110545704488 0.10157590583080123 0.004128772297137692 0.9832017932619367 0.9749565720558167
27       0.9084737428597042 0.8905284975256238 0.9092138111591339 0.9588211360552632 0.033571577568848876 0.027496948838233948 0.9365363376481193 0.9869028651296681 0.8215930759906769 0.9464769886959346 0.7609145641326904 0.9782574424832504 0.9861345589160919 0.44584107398986816 0.7787991613149643 0.03143972987712866 0.11505739477276931 0.01407768944794975 0.9830418314252581 0.9660900235176086
28       0.8786154495818275 0.8791824320887591 0.8893801271915436 0.9673777125804804 0.033272014158527985 0.00458681583404541 0.929821069751467 0.9475886632019095 0.7912688553333282 0.9434423987571341 0.7324187904596329 0.995279682348974 0.9798149168491364 0.18516689538955688 0.940457958728075 0.02062116519140607 0.07886764382118933 0.005788206946944403 0.9735103249549866 0.9165355563163757
29       0.8825655662351184 0.8887904556261168 0.8309437111020088 0.9478331018869693 0.018536096385547096 0.01292794942855835 0.8934667756160101 0.9710842252126861 0.791005402803421 0.9651218517812801 0.8376796543598175 0.9936904091305203 0.9830128699541092 0.006594538688659668 0.0023931264877319336 0.022860094547257882 0.15927142642650538 0.0028362215988344836 0.9517613583140903 0.7891449928283691
30       0.9026062531130654 0.8849625483580998 0.8967423439025879 0.9578055127729638 0.043940470650278285 0.025364503264427185 0.9288865072386605 0.9714584961152202 0.7682004570960999 0.9393722855822801 0.7496153116226196 0.983866169030622 0.9879898577928543 0.01080334186553955 0.18938422203063965 0.019933388449797515 0.09775057303528899 0.0035231767855916896 0.9799162149429321 0.9681460857391357
31       0.8967255249619484 0.892351702889127 0.9201001077890396 0.9371330457723747 0.0019008755137067679 0.007171347737312317 0.9107994183897972 0.9841303690533092 0.8037916719913483 0.9532013814238098 0.7886544167995453 0.9762132462859154 0.9682884812355042 0.0023641586303710938 0.001210629940032959 0.024426435193982264 0.3040968072090133 0.0005920872026036957 0.9195547494105994 0.03027147613465786
32       0.8912430019939647 0.8879466843204338 0.8796042203903198 0.9415907084597328 0.0041782999267945264 0.001729130744934082 0.9155893956913668 0.9782711578408403 0.8058995306491852 0.96537466996962 0.8209421336650848 0.9902477816974415 0.9845834672451019 0.0046117305755615234 0.003709077835083008 0.013194909741712656 0.20492460094589623 0.0009542739169822772 0.85288111054722 0.030271317809820175
33       0.9000380150973797 0.8998005716976794 0.8444249480962753 0.9579773157704294 0.026451747616132115 0.01940406858921051 0.9153482094407082 0.9815037671822147 0.8140372633934021 0.9440052088558328 0.7714091837406158 0.9869120838525502 0.9389398247003555 0.0036398768424987793 0.0032492876052856445 0.01731831175832576 0.1341197480576605 0.0009237556853671856 0.9210310382768512 0.11774508655071259
34       0.9013774968110598 0.8982013911008835 0.8982941806316376 0.9411308562077806 0.008202667986409007 0.008072063326835632 0.9239967259076926 0.9864101732236783 0.8625836968421936 0.9448711834936248 0.7610031366348267 0.9766319810427152 0.9696168899536133 0.01999276876449585 0.005013942718505859 0.017129986231825926 0.19785251164124465 0.0006729874383934448 0.9616803847826444 0.9096114635467529
35       0.8689772263169289 0.8668625248968601 0.8944687843322754 0.9645389036898233 0.0324724029217448 0.02927406132221222 0.8936662189662457 0.9338914355767498 0.7118014991283417 0.9429499388897256 0.7633923888206482 0.982442348871542 0.9675313979387283 0.002153635025024414 0.01620161533355713 0.027763002293015048 0.11485915139719058 0.014396003117081883 0.9343051910400391 0.6213722229003906
36       0.8725114911794662 0.8561358048484243 0.8903999477624893 0.9448892416885781 0.033245684907716844 0.021196097135543823 0.9162386149168015 0.9457425272283322 0.7542261779308319 0.935698674880932 0.7622225284576416 0.9958234101533889 0.9830253720283508 0.6337888836860657 0.05018657445907593 0.03763718776605169 0.18247032851177097 0.009544068264631493 0.9781575560569763 0.9340789318084717
37       0.8995418484721865 0.902723404010395 0.9557185769081116 0.9580614822927246 0.014278941429578307 0.023687660694122314 0.9033871846539634 0.9723969093431997 0.8133174180984497 0.9470313451534293 0.7744987308979034 0.9852947527022095 0.9421545416116714 0.0014200210571289062 0.001974344253540039 0.02000926929790281 0.12109807115256596 0.0009542730069161857 0.9446892440319061 0.5638566017150879
38       0.8995898962020874 0.8931240581653335 0.8728970885276794 0.9631887665642941 0.028136117969240426 0.015250802040100098 0.9016815059714847 0.944719527505967 0.7380454540252686 0.9406824152290332 0.7621525228023529 0.9871943800345712 0.975397989153862 0.3207690715789795 0.18380355834960938 0.02850208668434585 0.10411216778627104 0.014396003117081883 0.9193023608790504 0.4528389275074005
39       0.9113037245614188 0.8946289309433528 0.8996459543704987 0.9655278019839092 0.0375989136988657 0.04157659411430359 0.9297294105802264 0.9792241082603095 0.8581360280513763 0.9476858037778548 0.7722506821155548 0.9741047663348061 0.980936735868454 0.0061716437339782715 0.07840251922607422 0.022710483598788984 0.08414839148704359 0.014396003117081883 0.8154586063964027 0.11497308313846588
40       0.8828450217843056 0.8836419084532694 0.8863607496023178 0.9555967494061118 0.013447999954223633 0.019002974033355713 0.9030034467577934 0.9605446175948078 0.7795605063438416 0.9483278274244427 0.7992160320281982 0.9967435711751813 0.9764568209648132 0.00768887996673584 0.20540457963943481 0.02392880360101918 0.12680322675947708 0.0035543261396708673 0.9012869764119387 0.06649037450551987
41       0.9048022230466207 0.8922836730877559 0.9296237081289291 0.9625644881075078 0.04065638780593872 0.03914889693260193 0.944635808467865 0.9865716889582679 0.9022585153579712 0.9416664411828606 0.7501869201660156 0.9811515324357627 0.9818478971719742 0.1354198455810547 0.041672706604003906 0.020196273687516253 0.06738197825675715 0.009735204388035759 0.982044110695521 0.9635550379753113
42       0.8963821306824684 0.8981275654264859 0.8660903722047806 0.9473853531291674 0.008123080671569416 0.003807544708251953 0.9291834284861883 0.9824305008573084 0.8280840516090393 0.9265083674400589 0.7199400365352631 0.9791881927847862 0.9807581156492233 0.009812653064727783 0.005013942718505859 0.012860807044025745 0.17817449184277992 0.00017338697901500745 0.9687023162841797 0.8124614357948303
43       0.8936404058566461 0.8919404667730515 0.8836616277694702 0.9503346755342968 0.006545996801419651 0.005234450101852417 0.8862684093988858 0.9710828572423829 0.7848774790763855 0.9408076510086074 0.752439945936203 0.9840490701565375 0.982284426689148 0.007840991020202637 0.0033243894577026367 0.03844177222495086 0.18294956948989208 0.013143290837902024 0.9815799364676843 0.9675050973892212
44       0.8777063002711848 0.872005557543353 0.8189656585454941 0.9408202764056157 0.004904594491509817 0.005156040191650391 0.9290176912357933 0.9740484833281498 0.8448246419429779 0.9518490008024916 0.8048083186149597 0.9986441526287481 0.9752970933914185 0.0021829605102539062 0.003709077835083008 0.02259378642767944 0.2651997250241188 0.0009542739169822772 0.9330074285206041 0.42123520374298096
45       0.8907683859853184 0.8847475351316879 0.8207849562168121 0.9369810991662584 0.009618898448736757 0.001772865653038025 0.909191114061019 0.9756714422546562 0.7759675085544586 0.9598977078198914 0.8141015768051147 0.9868508805246914 0.9885693937540054 0.03105461597442627 0.003709077835083008 0.03011493617237748 0.2545179274465616 0.0009542720968509622 0.9761137155925527 0.9265232682228088
46       0.9115537660462516 0.8925066837242672 0.9011628925800323 0.9650907060915372 0.033611516157786014 0.05178248882293701 0.9227562206132072 0.9795882158534894 0.8248418569564819 0.9593844691273326 0.791545569896698 0.9744742322042121 0.9865192174911499 0.09237772226333618 0.018347084522247314 0.023915197462253252 0.09741341177395442 0.008997296233201958 0.8103600484984261 0.15181154012680054
47       0.8792261083920797 0.8813511913730985 0.8977700471878052 0.9372061284572551 0.003808841109275818 0.001904219388961792 0.8921084514370671 0.9598539214782882 0.7883223295211792 0.9457851564838684 0.7933995127677917 0.9973793307940165 0.9814498275518417 0.021731078624725342 0.00860285758972168 0.01158572977414378 0.23701271827541728 4.7430031254878587e-05 0.9578752098260103 0.8201261758804321
48       0.8806731866465675 0.8754103579454953 0.862877830862999 0.9419276383915388 0.010779867046757707 0.004617184400558472 0.9113073845704397 0.9713221610777127 0.7574078738689423 0.9500160671859819 0.7813689410686493 0.9991626728905572 0.9779601842164993 0.0074059367179870605 0.0018170475959777832 0.022500989505266203 0.23661909832688 0.0006747862666903678 0.9292950387354251 0.7025494575500488
49       0.8871259407864677 0.8926072931315145 0.9070325046777725 0.940063918093487 0.005878350564411661 0.002105623483657837 0.9198291500409445 0.9794535732367589 0.8392801880836487 0.9581888336414259 0.8206256031990051 0.9877970249785317 0.9768964350223541 0.005653202533721924 0.003709077835083008 0.01055268252021434 0.24120627253019694 0.0006729893638287049 0.9084330505381027 0.030271422117948532
50       0.8821031644063837 0.8731858860383224 0.7772973328828812 0.9373967022824108 0.00978531451015685 0.0017108321189880371 0.9149766301407534 0.9782855666335131 0.8273634612560272 0.9603551497700664 0.796026736497879 0.9954553971571081 0.9875995963811874 0.015545248985290527 0.003709077835083008 0.02191841372300341 0.24443278714192054 0.0009542720968509622 0.9614261388778687 0.6352646946907043
51       0.887732096016407 0.8795236612856387 0.9031190276145935 0.9591890189315186 0.03433362028815534 0.022448495030403137 0.9193259514868259 0.9393059273762212 0.7332436442375183 0.9397769173162764 0.7593587636947632 0.999947900681392 0.9879898577928543 0.03111511468887329 0.26197290420532227 0.01867290942390545 0.10251907658882917 0.0027920436917063343 0.9808917492628098 0.961050271987915
52       0.8933925857910743 0.8926938939700944 0.9233680218458176 0.941150035409682 0.005297048638264301 0.010343477129936218 0.9148734120222238 0.9636267903499025 0.8044485449790955 0.9368905378161898 0.7794809937477112 0.9748299727073083 0.9682884812355042 0.0015215277671813965 0.005013942718505859 0.01655297178868548 0.21507113673713057 0.0004621682100404751 0.9777261752348679 0.9484975337982178
53       0.8976437311906081 0.8969296847398465 0.9239332675933838 0.9387470560704733 0.01651904318067765 0.01706993579864502 0.9255487597905673 0.9846987589550729 0.8160108327865601 0.9574826193783927 0.8082228899002075 0.9797764724951523 0.9696191102266312 0.0046117305755615234 0.005013942718505859 0.016998892911588702 0.1790448190568006 0.001192337447538503 0.8749273703075372 0.030271422117948532
54       0.8420891964977438 0.8576299196981884 0.805895771831274 0.9401705248355865 0.0018586733124472676 0.0016571134328842163 0.8861689608205449 0.9638036306293252 0.8005026876926422 0.9577921410846377 0.8064940273761749 0.965136006528681 0.971688836812973 0.007882654666900635 0.0026513338088989258 0.01310509245401101 0.2026357622451772 0.0007089887936556939 0.9035786241292953 0.36791500449180603
55       0.90648552775383 0.9019435209035873 0.9128392189741135 0.9622979928285648 0.03399039426092376 0.032245516777038574 0.9257431754044124 0.9865065351020714 0.8275611102581024 0.9472229877962377 0.7618856430053711 0.9797269844490549 0.9874857664108276 0.050192058086395264 0.6509608030319214 0.020709066266605323 0.09942624967380458 0.0037713157785652916 0.9400108882359096 0.6909011006355286
56       0.8899535482580011 0.8774570769013522 0.8572885617613792 0.9454127419667485 0.007717992250735994 0.006453812122344971 0.9157010113651102 0.9642034520100506 0.7497013658285141 0.9549552191348489 0.7881723046302795 0.9897451741045172 0.9906826913356781 0.006875216960906982 0.003239929676055908 0.03429612805051078 0.19214643622096508 0.0073980066597425604 0.97617568211122 0.9443021416664124
57       0.9000098639064364 0.8897932693031099 0.8347511887550354 0.9619204687538432 0.03311374377120624 0.017903625965118408 0.9107633862230513 0.9806891838805347 0.7941469848155975 0.9509107084634074 0.7732172310352325 0.9849269696047916 0.9851168692111969 0.0354539155960083 0.2516547441482544 0.02593626908221989 0.10775164812706162 0.012427030758933161 0.8811773608128229 0.10735847055912018
58       0.8647252803757077 0.8707795312858764 0.8884748816490173 0.9409966219808453 0.0014628420273462561 0.0019505023956298828 0.9171269280569894 0.9709315627876967 0.8327237665653229 0.9583911476882037 0.8043301105499268 0.9844414287521726 0.9857149571180344 0.008464813232421875 0.002079188823699951 0.013720225372310635 0.2045794182607586 0.0009542739169822772 0.8925606980032864 0.03027147613465786
59       0.8921750237544378 0.8771979303161304 0.9119583070278168 0.9589272999847439 0.04179939925670628 0.03457380831241608 0.9454578111569086 0.9850798719122764 0.9046902060508728 0.9196654741363295 0.711283266544342 0.9913567689017972 0.9856641292572021 0.12100261449813843 0.04391026496887207 0.030340495681906436 0.09011985427536298 0.009735204388035759 0.9789985517660776 0.9476162791252136
60       0.9045118590195974 0.890338475505511 0.9525172859430313 0.9630897719370548 0.04557750125726068 0.03397791087627411 0.9157832513252894 0.9810654812490398 0.8321617245674133 0.9399613109438141 0.7577638328075409 0.980592657258545 0.9425889104604721 0.17001932859420776 0.305084228515625 0.024935575809141915 0.0935807500759269 0.010692198564355562 0.8989620407422384 0.6775644421577454
61       0.89960245291392 0.8933941545089086 0.8543372750282288 0.9605091103270084 0.020954573976582513 0.01473216712474823 0.9179794828097025 0.9823597876299139 0.7546517252922058 0.9512517453651848 0.7801159918308258 0.9865665660388229 0.9802206754684448 0.005203068256378174 0.0032492876052856445 0.017311251919207456 0.13553388358985782 0.0009237592092221937 0.9233450571695964 0.5598406791687012
62       0.9092319816350937 0.9016640612483025 0.8885112106800079 0.9702362131937748 0.03137002525658439 0.017987191677093506 0.888550090789795 0.9240261329171275 0.6847951412200928 0.9517780678599195 0.7870896756649017 0.9763160800156386 0.982336550951004 0.018146932125091553 0.03768658638000488 0.019261322539324752 0.11086963952442935 0.007106388354198713 0.8881480008363724 0.2571273148059845
63       0.87724369764328 0.8716416826535915 0.8594823479652405 0.9374083290446777 0.020062655569559107 0.003290534019470215 0.9199222279222388 0.9767295988439031 0.8382400274276733 0.9676482423055779 0.8439929187297821 0.9992360544204711 0.9831461608409882 0.01339811086654663 0.003709077835083008 0.030782117168055064 0.2824935057543104 0.0009542720968509622 0.8872045825578665 0.030271317809820175
64       0.8783691335808147 0.8700371617620641 0.8185800015926361 0.932646603300082 0.028043984886138684 0.01560249924659729 0.9287417070432142 0.9770899517134204 0.8553144633769989 0.9582258734626059 0.8407365679740906 0.9984365726600993 0.9806612133979797 0.008746922016143799 0.00782543420791626 0.04813008454824676 0.24456082679384647 0.013142839606567383 0.8356842744079503 0.12186335772275925
65       0.9068772010505199 0.8915920581668615 0.9048510044813156 0.9587863637689958 0.04335480753113241 0.027075394988059998 0.927457645535469 0.9829734849132734 0.815518856048584 0.9424310462511141 0.7625214457511902 0.9782922985437124 0.9879898577928543 0.33173567056655884 0.778798833489418 0.019164473334640546 0.11251775784765959 0.004316159525777188 0.9429255798459053 0.6747332811355591
66       0.8808125122026964 0.8826161182739518 0.9142716079950333 0.9324493799209594 0.0063338552912076684 0.0022805631160736084 0.9179396873170679 0.9820296770635366 0.8214434683322906 0.968616056658405 0.8447365760803223 0.9998964361710981 0.9768436253070831 0.003881216049194336 0.002162039279937744 0.023906225981364097 0.2568613801062789 0.0009542743720156483 0.9159504430876537 0.030271317809820175
67       0.8771508159962568 0.8786070056549915 0.908497080206871 0.9482731021245321 0.001290537416934967 0.001249745488166809 0.9223337539217689 0.9795633926578287 0.8264621198177338 0.9518212364330321 0.775488555431366 0.9914907325986817 0.9910138100385666 0.010577380657196045 0.006881833076477051 0.021251030831088036 0.2376398838767357 0.0009534715757950756 0.9367336468263106 0.7391471862792969
68       0.843996504942576 0.8610660718419613 0.8987970650196075 0.9395612210684285 0.0019291323242764946 0.0016571134328842163 0.9007468836175071 0.9661212459390569 0.8252277076244354 0.9588492996103897 0.8064940273761749 0.966098772684733 0.971688836812973 0.010975658893585205 0.001648545265197754 0.01808860236289446 0.2116373416724264 0.0012591383603911283 0.9191285305553012 0.7343343496322632
69       0.8563248556521204 0.873853906766217 0.8929363340139389 0.940507192439476 0.00868751009305313 0.015332460403442383 0.8856201536125607 0.953470850880497 0.824405163526535 0.9565315349358121 0.8053575456142426 0.9801552682783868 0.9656218588352203 0.006511330604553223 0.003709077835083008 0.010283635099547848 0.1624731336321624 0.0009542725518834654 0.8836756017473009 0.21129006147384644
70       0.9151448739899529 0.9067743392002703 0.885648563504219 0.9623051633869393 0.024629689114434417 0.014124050736427307 0.9262076947424147 0.9836198774639993 0.8536967635154724 0.9372935049396394 0.7496761381626129 0.969150058961145 0.975397989153862 0.02259647846221924 0.18380355834960938 0.026340068619736087 0.11318359121143372 0.011364459236397862 0.856585810581843 0.4008471369743347
71       0.9089370667934418 0.901284789497202 0.9384520649909973 0.9595955131759106 0.01476449347459352 0.01929357647895813 0.9174083441495895 0.9839685422344946 0.8220374286174774 0.940883840733477 0.76910400390625 0.9763076558061268 0.9407054483890533 0.025857388973236084 0.24527716636657715 0.023353295965960724 0.12905386470966504 0.007749902650293376 0.911268612742424 0.2922547161579132
72       0.8788993830482165 0.879218850483497 0.8349810242652893 0.9499073201175189 0.020166841222018728 0.011757075786590576 0.9287279744942983 0.9856268801957988 0.8220761120319366 0.955902586630863 0.8026933073997498 0.9926841458764629 0.9871183931827545 0.346474289894104 0.036686837673187256 0.03434071302386064 0.15968246591533905 0.006184258323745239 0.9241494387388229 0.2794497609138489
73       0.890527818351984 0.8881337780505418 0.8620907366275787 0.9602979736526808 0.04417571374925522 0.024534359574317932 0.9093983080238104 0.9316296541850173 0.7148003727197647 0.9346453174707672 0.7472322285175323 0.9932871222819971 0.9879553020000458 0.055146992206573486 0.4507301449775696 0.01875487715069243 0.10043953089465361 0.004639339600150621 0.9756596758961678 0.9413911700248718
74       0.8839497698677911 0.8807110415244188 0.868745930492878 0.9374798909043173 0.01042130674634656 0.004168704152107239 0.8998263511392806 0.9735467393426429 0.7706827223300934 0.9606674691557373 0.8223717510700226 0.9916269634829628 0.9762319326400757 0.019700050354003906 0.003709077835083008 0.02633669513376751 0.24125610840899794 0.0009542720968509622 0.9415803121195899 0.6060618758201599
