ID faithfulness informativeness_step informativeness_chain faithfulness_ww repetition_word repetition_step reasoning_alignment external_hallucination redundancy common_sense_error missing_step semantic_coverage_step semantic_coverage_chain discourse_representation coherence_step_vs_step perplexity_step perplexity_chain perplexity_step_max grammar_step grammar_step_max
14 0.8255062231963332 0.8909321268173782 0.9834920167922974 0.9503475582530332 0.03540769538709099 0.021139532327651978 0.8204692155122757 0.9044462751272522 0.7299768477678299 0.9838165903026752 0.8760454058647156 0.9560653994029219 0.9494507312774658 0.04916626214981079 0.0032492876052856445 0.00389418012587425 0.09053562391248128 0.0007289033165334618 0.9277261116287925 0.711548388004303
15 0.8587519553574648 0.904775732620196 0.9341307580471039 0.9583372190009039 0.03695508589347207 0.019078001379966736 0.8330815082246606 0.9376360699867128 0.7741487622261047 0.9872958931387839 0.8947955965995789 0.9795083728703585 0.9310447573661804 0.00046575069427490234 0.0004360079765319824 0.010081208676749711 0.08033076299251783 0.0009237570068112384 0.8935524767095392 0.5450384020805359
16 0.875840942064921 0.9104365547498068 0.9725504219532013 0.9646663932560833 0.0201224368630033 0.01867838203907013 0.7402189262211323 0.9324087193297923 0.6803577095270157 0.9556350414985246 0.7980122566223145 0.9045172234376272 0.8974916338920593 0.00041681528091430664 0.00033724308013916016 0.01173805336302755 0.11987829178851814 0.0009237583282571814 0.8967705232401689 0.10475631058216095
17 0.8935174817840258 0.9108731783926487 0.934072881937027 0.9564421269155684 0.001761370897293113 0.014192789793014526 0.8322971550126871 0.9532425971312901 0.7447653263807297 0.981165976711666 0.8726146519184113 0.9586317365368208 0.953140065073967 0.014671027660369873 0.0018669962882995605 0.010815997602856394 0.11990710511236315 0.0009542761921513029 0.9771246413389841 0.9339360594749451
18 0.8563978454241385 0.8869310334706917 0.9526928067207336 0.9584647995868215 0.004511330808911973 0.011251091957092285 0.8280571492818686 0.9344883507526349 0.7466215491294861 0.987763947081536 0.8933953046798706 0.9711775263914695 0.9662195444107056 0.0031557083129882812 0.0032492876052856445 0.010284657663479685 0.15773714950144427 0.0009237574472930093 0.8587015110712785 0.18905076384544373
19 0.7716343691572547 0.8237450391364594 0.9167179763317108 0.9087550071531971 0.008913186689217922 0.044463708996772766 0.8212126046419144 0.8692556201562062 0.705292671918869 0.9854943630561053 0.8948016166687012 0.9095227709040046 0.9421462118625641 0.10629540681838989 0.952925980091095 0.05045944499875446 0.08272522926534592 0.01998126307268332 0.991757944226265 0.9862990975379944
20 0.7717064283788204 0.8284855565677087 0.8646438419818878 0.9210183902626687 0.010626785457134247 0.028981953859329224 0.8136105537414551 0.8628517228913614 0.6984193027019501 0.9798956981016884 0.8637725412845612 0.9192853532731533 0.9180338233709335 0.12854528427124023 0.568630039691925 0.031001220784763667 0.07609245682552072 0.011750151544360418 0.9720523238182068 0.9160317182540894
21 0.8659348438183466 0.9126238748431206 0.9739262610673904 0.9521491284101782 0.0360460031417108 0.017028063535690308 0.8074372882644335 0.9314433936650541 0.7148509621620178 0.9892839049868627 0.9026007056236267 0.9759571502606074 0.9385055303573608 0.008611619472503662 0.0076372623443603516 0.002567184767825202 0.09615532390067864 1.658141782658365e-05 0.8977871040503184 0.11154073476791382
22 0.8833920034495267 0.9201641565922535 0.9839469641447067 0.9530733821016771 0.03246840316316357 0.01566055417060852 0.8316860822114077 0.9380194126220509 0.7422490417957306 0.9900740100040437 0.9097820222377777 0.9934143098917875 0.932498574256897 0.0017910003662109375 0.001719355583190918 0.009184314933690768 0.10566666083917517 0.0009542748270492366 0.8933846029368314 0.5291980504989624
23 0.8818762302398682 0.9050762727856636 0.9246706962585449 0.953406181118705 0.007977394681227823 0.014191597700119019 0.8586848427851995 0.9666145481613801 0.8186137676239014 0.9904216725625439 0.9282750189304352 0.9845813512802124 0.9383213222026825 0.007555902004241943 0.005816042423248291 0.039231352322085265 0.13176461514659688 0.003402459841582572 0.9303202430407206 0.7734974026679993
24 0.8898281812667846 0.9092404425144196 0.9399453550577164 0.9531994145928007 0.03293311549350619 0.013551115989685059 0.8591654777526856 0.9671627338073838 0.8322795927524567 0.9904216725625439 0.9282750189304352 0.9766294002532959 0.9379815757274628 0.34381747245788574 0.02528858184814453 0.042797310133860955 0.13110210755484936 0.0034024582191636765 0.917084813117981 0.7734971642494202
25 0.9332210421562195 0.9095039541522663 0.9410482943058014 0.9066668758014697 0.18045517315592952 0.06556558609008789 0.8554750978946686 0.9831333281567929 0.8218856453895569 0.986937206556334 0.8890645503997803 0.9490276575088501 0.9481613487005234 0.8776097372174263 0.41569870710372925 0.09590987581957951 0.193219181780723 0.01128243669064001 0.7726773023605347 0.5721800327301025
26 0.9637020528316498 0.9301884075005848 0.9614929705858231 0.9081203143044216 0.18276998700267655 0.051079049706459045 0.8624842613935471 0.9937062631682316 0.8413984179496765 0.9862902284467463 0.8835701048374176 0.9185466468334198 0.9485604017972946 0.7250374853610992 0.5353530049324036 0.08035720231403055 0.19336593798327179 0.008048331947350211 0.7399484217166901 0.5178307890892029
27 0.8966483697295189 0.9275499805808067 0.9879224747419357 0.9635756790080917 0.019042116403579668 0.008209183812141418 0.8333910206953684 0.954973123821711 0.7823755443096161 0.9859418585757211 0.8991395235061646 0.9639695659279823 0.9166746586561203 0.00773996114730835 0.0018169283866882324 0.010218064442111223 0.1628435674139478 0.0006747878755081148 0.9699598799149195 0.8245028853416443
28 0.8656468078494072 0.8907741561532021 0.9854847341775894 0.9596800772498731 0.025510179144995537 0.030360817909240723 0.8333280086517334 0.953627174106185 0.8046169281005859 0.9841939018851953 0.8865987658500671 0.994971127808094 0.9407848715782166 0.0008972883224487305 0.0032492876052856445 0.007796017549766615 0.09284895692700489 0.0009237583282571814 0.9742741882801056 0.9160315990447998
29 0.8706484436988831 0.899889475107193 0.979881763458252 0.955790689742634 0.03705619927495718 0.015022292733192444 0.7717149605353674 0.9470594941360702 0.7202935069799423 0.9804595596340135 0.9110807180404663 0.9095967411994934 0.9143510013818741 0.004550755023956299 0.0032492876052856445 0.012361011782001578 0.11203741452166474 0.0009237600901880463 0.9638751215404935 0.8245031237602234
30 0.868920000270009 0.901782849936613 0.9835411310195923 0.9734840904088581 0.02462327480316162 0.029316559433937073 0.8261048067361116 0.8967191324245414 0.7108944803476334 0.9854958649548919 0.8885514438152313 0.9990619737654924 0.9450806826353073 0.0020037293434143066 0.0076372623443603516 0.012170448524547205 0.10066680188205812 0.0009542757371170638 0.960067518055439 0.8245028257369995
31 0.8960789387876337 0.8968964738376213 0.9867681115865707 0.9571518219798525 0.03424495594068011 0.02165544033050537 0.7635386816479943 0.9474671807529669 0.7202935069799423 0.9776314856054267 0.8018897175788879 0.9910116547887976 0.8982816338539124 0.03288084268569946 0.0032492876052856445 0.011476889616292783 0.1081703329126326 0.0009237565663296774 0.9177855903452093 0.762550413608551
32 0.8930280967192217 0.9087633035399697 0.9772017896175385 0.9705618695830399 0.01498580165207386 0.025859490036964417 0.8231913257728923 0.9600619302322535 0.7756931781768799 0.9847710952518884 0.8849804997444153 0.974569095806642 0.9451909214258194 0.0012884140014648438 0.0032492876052856445 0.01026305181024121 0.09319209178820584 0.0009237570068112384 0.8753330463712866 0.3612980544567108
